"nrep" "ndet" "site" "day" "year"
"3233" 1 0 40 164 2003
"3234" 1 0 41 117 2009
"3235" 1 0 41 107 2010
"3236" 3 0 41 123 2009
"3237" 3 0 41 116 2009
"3238" 1 0 41 121 2009
"3239" 1 0 41 146 2005
"3240" 1 1 41 153 2012
"3241" 1 0 41 171 2004
"3242" 1 0 41 112 2004
"3243" 1 0 41 178 2004
"3244" 1 0 41 140 2008
"3245" 1 0 41 118 2011
"3246" 1 0 41 114 2011
"3247" 1 0 41 163 2010
"3248" 1 1 41 164 2010
"3249" 1 0 41 118 2012
"3250" 1 0 41 131 2010
"3251" 1 0 41 130 2010
"3252" 1 0 41 129 2010
"3253" 1 0 41 134 2010
"3254" 1 0 41 123 2008
"3255" 1 0 41 122 2010
"3256" 1 0 42 163 2011
"3257" 1 1 42 125 2004
"3258" 1 0 42 141 1998
"3259" 1 0 42 120 2009
"3260" 1 0 42 117 2009
"3261" 1 0 42 168 2011
"3262" 1 1 43 125 2011
"3263" 1 1 43 138 2011
"3264" 1 1 43 160 2011
"3265" 1 1 43 158 2001
"3266" 1 1 43 146 2011
"3267" 1 0 43 166 2003
"3268" 1 1 43 165 2003
"3269" 1 1 43 152 2012
"3270" 1 0 43 109 2003
"3271" 1 1 43 137 2003
"3272" 1 0 43 106 2002
"3273" 1 0 43 163 2005
"3274" 1 1 43 135 2005
"3275" 1 1 43 136 2004
"3276" 1 0 43 108 2004
"3277" 1 0 43 164 2004
"3278" 1 0 43 110 2006
"3279" 1 1 44 169 2012
"3280" 1 1 44 180 2012
"3281" 2 2 44 139 2012
"3282" 1 1 44 177 2012
"3283" 1 1 44 117 2007
"3284" 1 1 44 109 2007
"3285" 1 0 44 154 2009
"3286" 1 0 44 111 2010
"3287" 2 0 44 122 2009
"3288" 1 0 44 110 2009
"3289" 6 6 44 129 2009
"3290" 1 1 44 144 2009
"3291" 4 0 44 116 2009
"3292" 1 1 44 121 2007
"3293" 3 2 44 124 2011
"3294" 2 2 44 131 2011
"3295" 1 0 44 113 2011
"3296" 3 0 44 135 2011
"3297" 2 0 44 112 2011
"3298" 1 1 44 115 2011
"3299" 1 1 44 151 2012
"3300" 1 1 44 155 2012
"3301" 1 1 44 125 2011
"3302" 1 0 44 144 2012
"3303" 1 0 44 141 2012
"3304" 3 2 44 120 2011
"3305" 1 0 44 149 2011
"3306" 1 1 44 116 2011
"3307" 1 1 44 146 2008
"3308" 1 1 44 148 2008
"3309" 3 0 44 115 2009
"3310" 1 0 44 113 2009
"3311" 1 1 44 127 2009
"3312" 1 1 44 132 2009
"3313" 1 0 44 118 2009
"3314" 1 1 44 126 2009
"3315" 1 0 44 119 2009
"3316" 1 0 44 112 2009
"3317" 1 1 44 125 2009
"3318" 1 0 44 117 2009
"3319" 2 1 44 130 2009
"3320" 3 0 44 107 2011
"3321" 1 0 44 105 2011
"3322" 1 0 44 106 2011
"3323" 1 1 44 129 2011
"3324" 1 0 44 108 2011
"3325" 1 0 44 110 2011
"3326" 1 0 44 109 2011
"3327" 1 1 44 122 2011
"3328" 1 0 44 111 2011
"3329" 1 1 44 169 2008
"3330" 1 1 44 176 2008
"3331" 1 1 44 165 2012
"3332" 1 1 44 173 2012
"3333" 1 1 44 162 2012
"3334" 1 1 44 153 2012
"3335" 1 1 44 157 2010
"3336" 2 1 44 117 2012
"3337" 1 1 44 127 2012
"3338" 1 1 44 126 2012
"3339" 1 1 44 135 2012
"3340" 2 2 44 120 2012
"3341" 1 1 44 130 2012
"3342" 1 1 44 132 2012
"3343" 2 2 44 121 2012
"3344" 1 1 44 148 2010
"3345" 1 1 44 139 2010
"3346" 3 3 44 133 2010
"3347" 1 0 44 149 2010
"3348" 1 1 44 123 2010
"3349" 3 3 44 115 2010
"3350" 1 0 44 155 2010
"3351" 1 1 44 144 2010
"3352" 1 1 44 156 2010
"3353" 1 1 44 129 2008
"3354" 1 0 44 122 2008
"3355" 1 0 44 106 2009
"3356" 1 0 44 107 2009
"3357" 1 1 44 124 2008
"3358" 1 0 44 133 2012
"3359" 1 1 44 121 2010
"3360" 2 2 44 116 2010
"3361" 1 1 44 127 2010
"3362" 2 2 44 126 2010
"3363" 1 0 44 124 2010
"3364" 1 0 44 142 2000
"3365" 2 0 45 107 2011
"3366" 1 1 45 143 2012
"3367" 1 0 45 168 2003
"3368" 1 1 46 122 1999
"3369" 1 0 46 129 2004
"3370" 1 0 46 107 2002
"3371" 2 0 47 141 2011
"3372" 1 0 47 123 2011
"3373" 1 1 47 181 1995
"3374" 1 0 47 106 1995
"3375" 1 0 47 140 1995
"3376" 1 0 47 125 1995
"3377" 1 1 47 133 1996
"3378" 1 1 47 126 1996
"3379" 2 2 47 122 2005
"3380" 1 1 47 111 2007
"3381" 1 1 47 118 2007
"3382" 2 1 47 121 2005
"3383" 1 0 47 120 2007
"3384" 1 0 47 106 2005
"3385" 1 1 47 156 1998
"3386" 2 2 47 163 2005
"3387" 1 0 47 121 2007
"3388" 2 0 47 106 2006
"3389" 1 0 47 149 2005
"3390" 1 0 47 115 2005
"3391" 1 0 47 107 2006
"3392" 2 0 47 172 1997
"3393" 1 0 47 166 2005
"3394" 2 2 47 135 2005
"3395" 1 0 47 106 2009
"3396" 1 1 47 115 2009
"3397" 1 1 47 178 2005
"3398" 3 3 47 126 2005
"3399" 1 1 47 137 2005
"3400" 1 0 47 119 2007
"3401" 2 1 47 127 2005
"3402" 1 1 47 124 2005
"3403" 1 1 47 133 2005
"3404" 1 1 47 166 2006
"3405" 1 1 47 130 2006
"3406" 1 0 47 144 2005
"3407" 1 0 47 146 2005
"3408" 1 1 47 165 2006
"3409" 1 0 47 136 2005
"3410" 2 0 47 173 2004
"3411" 2 0 47 181 2003
"3412" 3 2 47 130 2003
"3413" 2 0 47 177 2003
"3414" 1 0 47 167 2003
"3415" 3 2 47 119 2003
"3416" 1 1 47 164 2003
"3417" 1 1 47 163 2003
"3418" 1 1 47 161 2003
"3419" 1 1 47 170 2003
"3420" 1 1 47 168 2003
"3421" 2 2 47 121 2003
"3422" 1 0 47 114 2003
"3423" 2 1 47 131 2003
"3424" 2 2 47 115 2003
"3425" 3 2 47 137 2003
"3426" 3 2 47 123 2003
"3427" 3 1 47 145 2003
"3428" 1 1 47 118 2003
"3429" 3 1 47 108 2003
"3430" 2 2 47 152 2003
"3431" 3 2 47 134 2003
"3432" 2 0 47 109 2003
"3433" 1 1 47 136 2002
"3434" 1 0 47 180 2003
"3435" 4 2 47 136 2004
"3436" 2 2 47 142 2004
"3437" 1 1 47 139 2004
"3438" 1 0 47 109 2004
"3439" 2 1 47 172 2003
"3440" 1 0 47 171 2003
"3441" 4 2 47 144 2003
"3442" 1 0 47 165 2003
"3443" 2 1 47 117 2004
"3444" 1 0 47 105 2004
"3445" 2 0 47 108 2004
"3446" 1 0 47 143 2004
"3447" 1 1 47 134 2004
"3448" 1 1 47 146 2004
"3449" 1 1 47 172 2004
"3450" 3 3 47 122 2004
"3451" 1 1 47 166 2003
"3452" 4 2 47 128 2004
"3453" 1 0 47 166 2004
"3454" 5 2 47 129 2004
"3455" 2 0 47 120 2004
"3456" 1 0 47 126 2006
"3457" 1 0 47 133 2006
"3458" 2 2 47 130 2007
"3459" 1 1 47 120 2005
"3460" 1 1 47 119 2005
"3461" 1 1 47 142 2007
"3462" 1 1 47 138 2007
"3463" 1 1 47 143 2007
"3464" 2 1 47 134 2011
"3465" 2 2 47 141 2012
"3466" 1 0 47 136 2011
"3467" 1 1 47 139 2011
"3468" 2 1 47 133 2011
"3469" 2 2 47 144 2012
"3470" 2 2 47 118 2011
"3471" 1 1 47 138 2011
"3472" 1 1 47 155 2011
"3473" 1 1 47 145 2011
"3474" 1 1 47 124 2011
"3475" 1 0 47 105 2011
"3476" 4 2 47 121 2004
"3477" 1 1 47 140 2004
"3478" 1 0 47 178 2004
"3479" 3 1 47 131 2004
"3480" 2 1 47 124 2004
"3481" 4 0 47 107 2004
"3482" 4 3 47 130 2004
"3483" 1 0 47 113 2004
"3484" 1 0 47 170 2004
"3485" 1 0 47 106 2004
"3486" 1 1 47 160 2004
"3487" 1 1 47 133 2004
"3488" 3 2 47 132 2004
"3489" 2 1 47 123 2004
"3490" 1 0 47 175 2004
"3491" 2 2 47 122 1998
"3492" 3 3 47 129 1998
"3493" 1 1 47 147 1998
"3494" 1 1 47 144 1998
"3495" 1 1 47 124 1998
"3496" 1 1 47 143 1998
"3497" 2 2 47 150 1998
"3498" 1 1 47 135 1998
"3499" 2 2 47 151 1998
"3500" 3 3 47 130 1998
"3501" 2 0 47 131 1998
"3502" 1 1 47 121 1998
"3503" 2 1 47 136 1998
"3504" 2 2 47 116 1998
"3505" 3 2 47 127 1998
"3506" 2 2 47 141 1998
"3507" 1 1 47 153 1998
"3508" 1 1 47 148 1998
"3509" 1 1 47 149 1998
"3510" 2 2 47 118 1998
"3511" 1 1 47 138 2004
"3512" 1 1 47 134 1998
"3513" 1 1 47 142 1998
"3514" 1 0 47 110 1998
"3515" 2 0 47 117 1998
"3516" 1 1 47 146 1998
"3517" 2 2 47 140 1998
"3518" 1 1 47 153 2004
"3519" 1 0 47 114 1998
"3520" 1 0 47 109 1998
"3521" 2 2 47 126 1998
"3522" 1 1 47 120 1998
"3523" 1 0 47 107 2005
"3524" 1 1 47 123 1998
"3525" 1 1 47 133 1998
"3526" 1 0 47 145 2004
"3527" 1 1 47 119 2008
"3528" 1 1 47 105 2007
"3529" 1 1 47 179 2008
"3530" 1 1 47 129 2008
"3531" 1 1 47 123 2009
"3532" 2 2 47 125 2011
"3533" 1 1 47 119 2011
"3534" 1 1 47 129 2011
"3535" 2 2 47 114 2011
"3536" 1 0 47 108 2011
"3537" 2 1 47 122 2011
"3538" 1 1 47 151 2008
"3539" 2 2 47 158 1998
"3540" 2 1 47 181 1996
"3541" 1 1 47 155 1998
"3542" 1 1 47 147 1996
"3543" 3 2 47 166 1997
"3544" 1 0 47 172 1998
"3545" 2 1 47 160 1996
"3546" 1 0 47 180 1996
"3547" 1 1 47 137 1998
"3548" 1 1 47 157 1998
"3549" 1 1 47 163 1998
"3550" 2 2 47 133 1997
"3551" 1 0 47 171 1998
"3552" 1 1 47 164 1998
"3553" 1 1 47 159 1998
"3554" 4 2 47 116 1997
"3555" 4 1 47 128 1997
"3556" 2 2 47 140 1997
"3557" 3 2 47 124 1997
"3558" 4 4 47 121 1997
"3559" 1 0 47 129 1997
"3560" 1 1 47 135 1997
"3561" 3 2 47 130 1997
"3562" 1 1 47 127 1997
"3563" 1 0 47 114 1997
"3564" 1 1 47 160 1998
"3565" 4 1 47 123 1997
"3566" 1 0 47 117 1997
"3567" 2 2 47 138 1997
"3568" 2 0 47 126 1997
"3569" 3 3 47 144 1997
"3570" 1 1 47 139 1997
"3571" 1 0 47 179 1998
"3572" 1 0 47 113 1997
"3573" 1 0 47 109 1997
"3574" 4 4 47 128 1999
"3575" 1 1 47 157 1997
"3576" 2 2 47 122 1999
"3577" 3 3 47 125 1999
"3578" 1 0 47 145 1997
"3579" 1 1 47 147 1997
"3580" 1 1 47 127 1999
"3581" 1 0 47 120 1999
"3582" 2 1 47 134 1999
"3583" 2 2 47 151 1997
"3584" 1 1 47 137 1997
"3585" 2 0 47 143 1997
"3586" 1 0 47 117 1999
"3587" 2 1 47 116 1999
"3588" 1 1 47 150 1997
"3589" 1 1 47 142 1997
"3590" 1 1 47 153 1997
"3591" 1 0 47 152 1997
"3592" 1 1 47 160 1997
"3593" 1 1 47 155 1997
"3594" 1 0 47 112 1999
"3595" 1 0 47 124 1999
"3596" 1 1 47 132 1997
"3597" 1 0 47 173 1997
"3598" 3 1 47 179 1997
"3599" 1 0 47 108 1999
"3600" 1 1 47 178 1997
"3601" 1 1 47 115 1999
"3602" 1 0 47 143 1999
"3603" 1 0 47 147 1999
"3604" 1 0 47 159 1997
"3605" 1 0 47 176 1997
"3606" 1 0 47 135 1999
"3607" 3 0 47 114 1999
"3608" 2 2 47 177 1999
"3609" 4 1 47 121 1999
"3610" 1 1 47 145 1999
"3611" 1 1 47 174 1999
"3612" 1 1 47 170 1999
"3613" 2 1 47 153 1999
"3614" 1 0 47 180 1999
"3615" 2 2 47 157 2000
"3616" 2 2 47 133 1999
"3617" 1 1 47 131 1999
"3618" 1 0 47 167 1999
"3619" 1 0 47 119 1999
"3620" 1 1 47 136 1999
"3621" 1 0 47 163 1999
"3622" 1 0 47 164 1999
"3623" 1 1 47 138 1999
"3624" 1 0 47 107 1999
"3625" 1 1 47 149 1999
"3626" 2 1 47 117 2000
"3627" 1 0 47 169 2000
"3628" 3 1 47 115 2000
"3629" 5 1 47 174 2000
"3630" 1 0 47 166 2000
"3631" 3 2 47 129 2000
"3632" 1 0 47 177 2000
"3633" 4 0 47 111 2000
"3634" 2 1 47 120 2000
"3635" 1 0 47 126 1999
"3636" 2 2 47 151 2000
"3637" 1 0 47 149 2000
"3638" 2 1 47 121 2000
"3639" 2 2 47 154 2000
"3640" 4 2 47 114 2000
"3641" 2 2 47 163 2000
"3642" 1 1 47 162 2000
"3643" 1 0 47 176 2000
"3644" 1 0 47 170 2000
"3645" 1 0 47 175 2000
"3646" 1 0 47 146 1999
"3647" 2 2 47 128 2000
"3648" 3 1 47 119 2000
"3649" 2 2 47 130 2000
"3650" 2 2 47 113 2000
"3651" 1 1 47 142 2000
"3652" 1 0 47 147 2001
"3653" 4 1 47 140 2001
"3654" 1 1 47 145 2000
"3655" 1 0 47 122 2001
"3656" 1 0 47 120 2001
"3657" 1 1 47 126 2000
"3658" 4 3 47 140 2000
"3659" 1 0 47 108 2001
"3660" 1 1 47 135 2000
"3661" 1 1 47 127 2000
"3662" 1 1 47 124 2000
"3663" 1 0 47 118 2000
"3664" 1 1 47 132 2000
"3665" 1 1 47 125 2000
"3666" 1 0 47 110 2000
"3667" 2 2 47 148 2000
"3668" 1 1 47 133 2000
"3669" 1 0 47 109 2001
"3670" 1 1 47 123 2000
"3671" 1 1 47 112 2000
"3672" 1 0 47 106 2000
"3673" 4 1 47 138 2000
"3674" 2 0 47 109 2000
"3675" 1 1 47 144 2000
"3676" 2 0 47 108 2000
"3677" 1 0 47 112 2001
"3678" 1 0 47 107 2000
"3679" 2 0 47 112 2012
"3680" 1 1 47 113 2010
"3681" 1 1 47 131 2012
"3682" 1 1 47 134 2012
"3683" 1 0 47 115 2012
"3684" 1 1 47 130 2012
"3685" 1 0 47 146 2012
"3686" 1 0 47 116 2010
"3687" 1 1 47 120 2010
"3688" 1 1 47 126 2008
"3689" 1 1 47 121 2008
"3690" 1 1 47 125 2008
"3691" 1 1 47 127 2008
"3692" 1 0 47 117 2008
"3693" 1 1 47 123 2008
"3694" 1 1 47 131 2010
"3695" 1 1 47 154 2001
"3696" 5 3 47 144 2001
"3697" 1 1 47 146 2001
"3698" 1 1 47 152 2001
"3699" 1 0 47 152 2000
"3700" 1 1 47 155 2001
"3701" 2 0 47 130 2001
"3702" 2 2 47 136 2001
"3703" 2 2 47 143 2001
"3704" 1 0 47 110 2001
"3705" 3 1 47 131 2001
"3706" 1 1 47 147 2000
"3707" 1 0 47 123 2001
"3708" 1 0 47 128 2001
"3709" 1 0 47 119 2001
"3710" 1 0 47 105 2000
"3711" 1 1 47 141 2000
"3712" 1 1 47 126 2001
"3713" 2 1 47 139 2001
"3714" 2 2 47 145 2001
"3715" 3 2 47 132 2002
"3716" 1 1 47 161 2001
"3717" 1 1 47 137 2002
"3718" 1 1 47 139 2002
"3719" 1 1 47 138 2002
"3720" 1 1 47 145 2002
"3721" 1 1 47 133 2002
"3722" 2 0 47 107 2002
"3723" 1 0 47 121 2001
"3724" 1 1 47 124 2002
"3725" 1 1 47 125 2002
"3726" 1 1 47 131 2002
"3727" 1 1 47 129 2002
"3728" 4 4 47 130 2002
"3729" 1 0 47 111 2002
"3730" 2 0 47 115 2002
"3731" 2 2 47 121 2002
"3732" 1 0 47 109 2002
"3733" 1 1 47 118 2002
"3734" 2 1 47 117 2002
"3735" 2 0 47 108 2002
"3736" 1 1 47 150 2002
"3737" 1 1 47 140 2002
"3738" 1 1 47 144 2002
"3739" 1 1 47 165 2001
"3740" 1 0 47 181 2001
"3741" 1 0 47 106 2002
"3742" 1 1 47 143 2002
"3743" 2 2 47 128 2002
"3744" 1 1 47 176 2001
"3745" 1 1 47 126 2002
"3746" 2 1 47 114 2002
"3747" 1 0 47 116 2002
"3748" 1 0 47 134 2001
"3749" 1 0 47 153 2001
"3750" 1 0 47 107 2001
"3751" 1 0 47 105 2002
"3752" 1 1 47 134 2002
"3753" 2 0 47 173 2002
"3754" 2 0 47 160 2002
"3755" 2 2 47 132 2007
"3756" 1 0 47 116 2007
"3757" 2 1 47 146 2002
"3758" 2 0 47 127 2003
"3759" 1 0 47 147 2003
"3760" 2 1 47 160 2003
"3761" 1 0 47 106 2003
"3762" 1 0 47 155 2003
"3763" 1 0 47 167 2002
"3764" 1 0 47 152 2002
"3765" 2 2 47 116 2003
"3766" 1 0 47 111 2003
"3767" 2 2 47 117 2003
"3768" 2 1 47 125 2003
"3769" 2 1 47 124 2003
"3770" 1 0 47 128 2003
"3771" 2 1 47 120 2003
"3772" 1 1 47 132 2003
"3773" 1 1 47 149 2003
"3774" 1 0 47 120 2002
"3775" 1 1 47 159 2003
"3776" 1 1 47 148 2003
"3777" 1 0 47 112 2003
"3778" 1 0 47 139 2003
"3779" 1 0 47 140 2003
"3780" 1 0 47 110 2003
"3781" 1 0 47 138 2003
"3782" 1 1 48 124 2011
"3783" 4 3 48 134 2011
"3784" 4 3 48 111 2007
"3785" 3 3 48 120 2007
"3786" 1 1 48 117 2007
"3787" 6 3 48 135 2005
"3788" 2 0 48 107 2005
"3789" 1 1 48 115 2007
"3790" 1 1 48 161 2004
"3791" 2 2 48 113 2007
"3792" 1 1 48 112 2007
"3793" 1 1 48 118 2007
"3794" 1 0 48 163 2005
"3795" 1 1 48 119 2007
"3796" 3 1 48 132 2004
"3797" 1 1 48 150 2005
"3798" 1 1 48 138 2004
"3799" 1 1 48 147 2004
"3800" 1 1 48 166 2005
"3801" 3 0 48 108 2004
"3802" 1 0 48 118 2004
"3803" 1 0 48 138 2005
"3804" 1 0 48 123 2005
"3805" 1 0 48 149 2005
"3806" 1 0 48 106 2005
"3807" 3 1 48 136 2004
"3808" 2 0 48 146 2004
"3809" 2 1 48 105 2007
"3810" 1 1 48 107 2007
"3811" 1 0 48 107 2006
"3812" 1 1 48 110 2007
"3813" 1 0 48 164 2004
"3814" 1 1 48 158 2004
"3815" 1 0 48 179 2004
"3816" 6 3 48 129 2004
"3817" 1 1 48 155 2004
"3818" 5 4 48 122 2004
"3819" 1 0 48 113 2006
"3820" 2 0 48 111 2005
"3821" 1 1 48 133 2006
"3822" 1 0 48 126 2006
"3823" 1 0 48 110 2006
"3824" 2 2 48 127 2006
"3825" 1 1 48 147 2006
"3826" 1 1 48 130 2006
"3827" 1 0 48 157 2004
"3828" 1 0 48 177 2004
"3829" 2 0 48 107 2004
"3830" 3 0 48 108 2010
"3831" 1 0 48 107 2010
"3832" 1 1 48 140 2009
"3833" 1 1 48 171 2009
"3834" 2 0 48 112 2009
"3835" 1 1 48 178 2009
"3836" 1 0 48 106 2010
"3837" 1 1 48 156 2009
"3838" 1 1 48 115 2009
"3839" 3 2 48 136 2009
"3840" 2 2 48 133 2009
"3841" 1 1 48 144 2009
"3842" 2 2 48 137 2009
"3843" 1 1 48 141 2009
"3844" 1 1 48 150 2009
"3845" 2 2 48 132 2008
"3846" 3 0 48 108 2009
"3847" 2 1 48 135 2009
"3848" 1 1 48 147 2009
"3849" 1 1 48 168 2009
"3850" 1 1 48 118 2009
"3851" 2 0 48 106 2009
"3852" 1 1 48 123 2009
"3853" 2 0 48 143 2004
"3854" 1 1 48 121 2005
"3855" 1 1 48 120 2005
"3856" 1 1 48 136 2005
"3857" 1 1 48 124 2005
"3858" 1 1 48 132 2005
"3859" 1 1 48 138 2006
"3860" 1 1 48 129 2005
"3861" 3 3 48 126 2005
"3862" 1 1 48 130 2005
"3863" 2 1 48 127 2005
"3864" 1 1 48 122 2005
"3865" 2 2 48 136 2007
"3866" 1 1 48 131 2006
"3867" 3 3 48 133 2007
"3868" 1 1 48 146 2005
"3869" 1 0 48 134 2005
"3870" 1 0 48 175 2005
"3871" 1 1 48 159 2007
"3872" 1 0 48 155 2006
"3873" 1 0 48 123 2006
"3874" 1 1 48 136 2008
"3875" 1 0 48 107 2008
"3876" 1 1 48 152 2006
"3877" 2 1 48 118 2005
"3878" 2 1 48 117 2003
"3879" 3 2 48 121 2003
"3880" 2 1 48 123 2003
"3881" 2 1 48 106 2003
"3882" 2 0 48 109 2003
"3883" 1 0 48 118 2003
"3884" 1 0 48 137 2003
"3885" 1 0 48 134 2003
"3886" 1 0 48 108 2003
"3887" 2 2 48 129 2002
"3888" 2 0 48 124 2003
"3889" 1 1 48 136 2003
"3890" 2 0 48 107 2003
"3891" 2 0 48 114 2003
"3892" 2 1 48 142 2003
"3893" 1 1 48 116 2003
"3894" 1 1 48 115 2003
"3895" 1 0 48 111 2003
"3896" 1 0 48 112 2003
"3897" 2 0 48 172 2003
"3898" 2 0 48 113 2004
"3899" 1 1 48 124 2004
"3900" 1 1 48 150 2003
"3901" 1 0 48 112 2004
"3902" 1 1 48 171 2003
"3903" 1 0 48 173 2004
"3904" 3 1 48 128 2004
"3905" 2 1 48 115 2004
"3906" 1 1 48 172 2004
"3907" 1 1 48 178 2004
"3908" 4 3 48 121 2004
"3909" 1 0 48 153 2004
"3910" 1 1 48 160 2004
"3911" 1 0 48 142 2004
"3912" 2 1 48 144 2003
"3913" 1 0 48 166 2003
"3914" 2 2 48 153 2007
"3915" 2 2 48 126 2007
"3916" 1 1 48 130 2007
"3917" 2 2 48 132 2007
"3918" 1 1 48 139 2007
"3919" 1 1 48 143 2007
"3920" 2 2 48 123 2007
"3921" 2 1 48 119 2005
"3922" 1 0 48 146 2007
"3923" 1 1 48 157 2007
"3924" 1 1 48 155 2007
"3925" 1 0 48 113 2005
"3926" 1 0 48 105 2005
"3927" 1 1 48 141 2011
"3928" 3 3 48 148 2011
"3929" 5 5 48 140 2012
"3930" 2 2 48 138 2011
"3931" 3 3 48 139 2012
"3932" 3 3 48 135 2011
"3933" 3 2 48 119 2011
"3934" 1 1 48 147 2012
"3935" 1 1 48 148 2012
"3936" 1 1 48 126 2011
"3937" 1 1 48 131 2011
"3938" 2 0 48 149 2011
"3939" 1 1 48 155 2011
"3940" 3 3 48 120 2011
"3941" 2 1 48 108 2011
"3942" 1 1 48 145 2012
"3943" 1 1 48 121 2011
"3944" 1 1 48 143 2011
"3945" 2 0 48 106 2011
"3946" 1 1 48 127 2011
"3947" 1 1 48 130 2011
"3948" 1 1 48 133 2011
"3949" 1 1 48 157 2012
"3950" 2 2 48 128 2010
"3951" 1 1 48 160 2012
"3952" 2 1 48 134 2004
"3953" 1 0 48 111 2004
"3954" 1 0 48 155 2005
"3955" 1 0 48 110 2005
"3956" 1 1 48 120 2004
"3957" 1 1 48 154 2004
"3958" 1 1 48 130 2004
"3959" 1 0 48 106 2004
"3960" 1 1 48 137 2004
"3961" 1 0 48 171 2004
"3962" 1 0 48 148 2004
"3963" 1 0 48 131 2004
"3964" 1 1 48 163 2004
"3965" 1 0 48 167 2004
"3966" 1 0 48 139 2004
"3967" 1 1 48 141 2004
"3968" 1 1 48 114 2007
"3969" 1 0 48 115 2005
"3970" 1 0 48 114 1998
"3971" 4 3 48 117 2008
"3972" 1 1 48 180 2008
"3973" 2 0 48 106 2008
"3974" 2 0 48 108 2008
"3975" 2 0 48 109 2008
"3976" 2 0 48 110 2008
"3977" 2 2 48 119 2008
"3978" 1 0 48 113 2008
"3979" 1 0 48 115 2008
"3980" 1 1 48 129 2008
"3981" 1 1 48 143 2008
"3982" 1 1 48 162 2008
"3983" 1 1 48 154 2008
"3984" 1 1 48 151 2008
"3985" 1 1 48 144 2008
"3986" 1 1 48 116 2007
"3987" 1 1 48 125 2007
"3988" 1 1 48 121 2007
"3989" 1 0 48 131 2007
"3990" 1 0 48 124 2007
"3991" 2 0 48 122 2009
"3992" 2 1 48 113 2009
"3993" 1 0 48 121 2009
"3994" 1 0 48 110 2009
"3995" 2 0 48 107 2009
"3996" 1 1 48 127 2009
"3997" 1 1 48 129 2009
"3998" 1 1 48 123 2008
"3999" 1 1 48 124 2008
"4000" 2 1 48 130 2009
"4001" 1 1 48 128 2009
"4002" 3 1 48 120 2009
"4003" 1 1 48 117 2009
"4004" 1 1 48 132 2009
"4005" 2 2 48 107 2011
"4006" 2 0 48 109 2011
"4007" 2 0 48 110 2011
"4008" 1 0 48 111 2011
"4009" 2 2 48 112 2011
"4010" 1 1 48 131 2005
"4011" 1 1 48 169 2008
"4012" 1 1 48 133 1999
"4013" 1 1 48 132 1999
"4014" 1 0 48 121 1999
"4015" 1 0 48 118 1999
"4016" 1 1 48 126 1999
"4017" 1 0 48 152 1999
"4018" 1 1 48 154 1999
"4019" 1 0 48 153 1999
"4020" 1 0 48 167 1999
"4021" 1 1 48 150 1999
"4022" 1 0 48 177 1999
"4023" 1 0 48 145 1999
"4024" 1 0 48 178 1999
"4025" 1 0 48 146 1999
"4026" 2 0 48 106 2000
"4027" 1 1 48 129 2000
"4028" 1 1 48 111 2000
"4029" 1 0 48 174 2000
"4030" 1 0 48 181 1999
"4031" 1 0 48 175 1999
"4032" 1 0 48 130 2000
"4033" 1 0 48 176 2000
"4034" 1 0 48 177 2000
"4035" 1 0 48 123 2001
"4036" 1 0 48 117 2001
"4037" 1 0 48 129 2001
"4038" 1 0 48 109 2001
"4039" 1 0 48 107 2001
"4040" 1 0 48 108 2000
"4041" 1 0 48 130 2001
"4042" 1 1 48 140 2001
"4043" 1 0 48 108 2001
"4044" 3 2 48 134 2010
"4045" 3 3 48 133 2010
"4046" 1 1 48 171 2012
"4047" 2 2 48 151 2010
"4048" 1 1 48 153 2010
"4049" 1 1 48 145 2010
"4050" 1 1 48 159 2010
"4051" 3 2 48 148 2010
"4052" 1 0 48 172 2010
"4053" 1 1 48 164 2010
"4054" 1 0 48 119 2009
"4055" 1 1 48 161 2010
"4056" 1 1 48 119 2010
"4057" 1 1 48 106 2012
"4058" 2 2 48 124 2012
"4059" 1 1 48 134 2012
"4060" 1 1 48 128 2012
"4061" 3 1 48 116 2012
"4062" 2 2 48 120 2012
"4063" 1 0 48 117 2012
"4064" 1 1 48 132 2012
"4065" 1 1 48 129 2012
"4066" 1 0 48 115 2012
"4067" 2 2 48 125 2012
"4068" 1 0 48 127 2012
"4069" 1 1 48 130 2012
"4070" 1 0 48 111 2012
"4071" 2 0 48 105 2012
"4072" 1 0 48 113 2012
"4073" 1 1 48 154 2012
"4074" 2 2 48 137 2010
"4075" 2 1 48 136 2010
"4076" 3 3 48 147 2010
"4077" 5 5 48 129 2010
"4078" 1 0 48 118 2010
"4079" 2 2 48 149 2010
"4080" 2 2 48 144 2010
"4081" 2 0 48 143 2010
"4082" 1 1 48 117 2010
"4083" 4 2 48 122 2010
"4084" 3 3 48 120 2010
"4085" 2 2 48 146 2010
"4086" 1 1 48 142 2010
"4087" 1 1 48 127 2010
"4088" 2 2 48 116 2010
"4089" 2 2 48 138 2010
"4090" 2 0 48 105 2009
"4091" 2 1 48 116 2008
"4092" 1 0 48 126 2008
"4093" 1 1 48 120 2008
"4094" 1 1 48 133 2008
"4095" 2 2 48 121 2010
"4096" 1 1 48 126 2010
"4097" 1 1 48 114 2010
"4098" 2 2 48 115 2010
"4099" 1 1 48 113 2010
"4100" 1 0 48 157 2001
"4101" 1 1 48 158 2001
"4102" 1 0 48 171 2001
"4103" 2 1 48 144 2002
"4104" 1 0 48 124 2001
"4105" 1 0 48 111 2001
