"nrep" "ndet" "site" "day" "year"
"7554" 1 0 101 133 2005
"7555" 1 0 101 132 2005
"7556" 1 0 101 129 2005
"7557" 1 0 101 150 2005
"7558" 1 0 101 154 2005
"7559" 1 0 101 157 2005
"7560" 1 0 101 153 2005
"7561" 1 0 101 130 2005
"7562" 1 0 101 158 2005
"7563" 1 0 101 180 2005
"7564" 1 0 101 152 2005
"7565" 1 0 101 138 2005
"7566" 1 0 101 139 2005
"7567" 1 0 101 164 2006
"7568" 1 0 101 174 2005
"7569" 1 0 101 175 2005
"7570" 1 0 101 178 2005
"7571" 1 0 101 179 2005
"7572" 1 0 101 181 2005
"7573" 1 0 101 128 2003
"7574" 1 0 101 133 2003
"7575" 1 0 101 126 2003
"7576" 1 0 101 142 2003
"7577" 1 0 101 134 2003
"7578" 1 0 101 129 2003
"7579" 1 0 101 132 2003
"7580" 1 0 101 141 2003
"7581" 1 0 101 139 2003
"7582" 1 0 101 140 2003
"7583" 1 0 101 136 2003
"7584" 1 0 101 135 2003
"7585" 1 0 101 116 2004
"7586" 1 0 101 112 2004
"7587" 1 0 101 118 2004
"7588" 1 0 101 109 2004
"7589" 1 0 101 113 2004
"7590" 1 0 101 111 2004
"7591" 1 0 101 106 2004
"7592" 1 0 101 117 2004
"7593" 1 0 101 119 2004
"7594" 1 0 101 120 2004
"7595" 1 0 101 169 2003
"7596" 1 0 101 146 2003
"7597" 1 0 101 144 2003
"7598" 1 0 101 143 2003
"7599" 1 0 101 154 2004
"7600" 1 0 101 152 2004
"7601" 1 0 101 153 2003
"7602" 1 0 101 158 2004
"7603" 1 0 101 105 2005
"7604" 1 0 101 106 2005
"7605" 1 0 101 116 2005
"7606" 1 0 101 115 2005
"7607" 1 0 101 117 2005
"7608" 1 0 101 114 2005
"7609" 1 0 101 111 2005
"7610" 1 0 101 110 2005
"7611" 1 0 101 109 2005
"7612" 1 0 101 108 2005
"7613" 1 0 101 112 2005
"7614" 1 0 101 113 2005
"7615" 1 0 101 119 2005
"7616" 1 0 101 126 2005
"7617" 1 0 101 158 2011
"7618" 1 0 101 146 2004
"7619" 1 0 101 130 2004
"7620" 1 0 101 131 2004
"7621" 1 0 101 132 2004
"7622" 1 0 101 133 2004
"7623" 1 0 101 138 2004
"7624" 1 0 101 134 2004
"7625" 1 0 101 145 2004
"7626" 1 0 101 144 2004
"7627" 1 0 101 137 2004
"7628" 1 0 101 124 2004
"7629" 1 0 101 123 2004
"7630" 1 0 101 126 2004
"7631" 1 0 101 127 2004
"7632" 1 0 101 110 2004
"7633" 1 1 101 154 2008
"7634" 1 0 101 126 2009
"7635" 1 0 101 122 2009
"7636" 1 0 101 115 2009
"7637" 1 0 101 117 2009
"7638" 1 0 101 132 2009
"7639" 1 0 101 116 2011
"7640" 1 0 101 109 1999
"7641" 1 0 101 120 1999
"7642" 1 0 101 112 1999
"7643" 1 0 101 111 1999
"7644" 1 0 101 110 1999
"7645" 1 0 101 105 1999
"7646" 1 0 101 119 1999
"7647" 1 0 101 106 1999
"7648" 1 0 101 132 1999
"7649" 1 0 101 145 1999
"7650" 1 0 101 118 2000
"7651" 1 0 101 117 2000
"7652" 1 0 101 116 2000
"7653" 1 0 101 124 2000
"7654" 1 0 101 125 2000
"7655" 1 0 101 122 2000
"7656" 1 0 101 121 2000
"7657" 1 0 101 149 2000
"7658" 1 0 101 150 2000
"7659" 1 0 101 109 2000
"7660" 1 0 101 123 2000
"7661" 1 0 101 151 2000
"7662" 1 0 101 115 2000
"7663" 1 0 101 110 2000
"7664" 1 0 101 108 2000
"7665" 1 0 101 107 2000
"7666" 1 0 101 105 2000
"7667" 1 0 101 130 2001
"7668" 1 0 101 129 2001
"7669" 1 0 101 123 2001
"7670" 1 0 101 122 2001
"7671" 1 0 101 121 2001
"7672" 1 0 101 135 2000
"7673" 1 0 101 132 2000
"7674" 1 0 101 131 2000
"7675" 1 0 101 134 2001
"7676" 1 0 101 128 2000
"7677" 1 0 101 129 2000
"7678" 1 0 101 130 2000
"7679" 1 0 101 131 2001
"7680" 1 0 101 138 2000
"7681" 1 0 101 145 2000
"7682" 1 0 101 114 2001
"7683" 1 0 101 115 2001
"7684" 1 0 101 142 2000
"7685" 1 0 101 137 2000
"7686" 1 0 101 136 2000
"7687" 1 0 101 116 2001
"7688" 1 0 101 120 2001
"7689" 1 0 101 113 2001
"7690" 1 0 101 107 2001
"7691" 1 0 101 109 2001
"7692" 1 0 101 110 2001
"7693" 1 0 101 126 2000
"7694" 1 0 101 173 2010
"7695" 1 0 101 124 2012
"7696" 1 0 101 114 2010
"7697" 1 0 101 110 2009
"7698" 1 0 101 157 2001
"7699" 1 0 101 116 1997
"7700" 1 0 101 137 2001
"7701" 1 0 101 141 2001
"7702" 1 0 101 138 2001
"7703" 1 0 101 145 2001
"7704" 1 0 101 142 2001
"7705" 1 0 101 179 2001
"7706" 1 0 101 161 2002
"7707" 1 0 101 116 2002
"7708" 1 0 101 115 2002
"7709" 1 0 101 112 2002
"7710" 1 0 101 109 2002
"7711" 1 0 101 108 2002
"7712" 1 0 101 154 2002
"7713" 1 0 101 158 2002
"7714" 1 0 101 157 2002
"7715" 1 0 101 156 2002
"7716" 1 0 101 155 2002
"7717" 1 0 101 114 2002
"7718" 1 0 101 113 2002
"7719" 1 0 101 170 2001
"7720" 1 0 101 151 2002
"7721" 1 0 101 171 2001
"7722" 1 0 101 169 2001
"7723" 1 0 101 166 2001
"7724" 1 0 101 126 2002
"7725" 1 0 101 125 2002
"7726" 1 0 101 123 2002
"7727" 1 0 101 122 2002
"7728" 1 0 101 128 2002
"7729" 1 0 101 166 2002
"7730" 1 0 101 164 2002
"7731" 1 0 101 137 2002
"7732" 1 0 101 165 2002
"7733" 1 0 101 175 2002
"7734" 1 0 101 129 2002
"7735" 1 0 101 179 2002
"7736" 1 0 101 136 2002
"7737" 1 0 101 133 2002
"7738" 1 0 101 127 2002
"7739" 1 0 101 176 2002
"7740" 1 0 101 171 2002
"7741" 1 0 101 170 2002
"7742" 1 0 101 169 2002
"7743" 1 0 101 168 2002
"7744" 1 0 101 139 2002
"7745" 1 0 101 135 2002
"7746" 1 0 101 120 2002
"7747" 1 0 101 130 2002
"7748" 1 0 101 119 2002
"7749" 1 0 101 158 2003
"7750" 1 0 101 161 2003
"7751" 1 0 101 143 2002
"7752" 1 0 101 144 2002
"7753" 1 0 101 154 2003
"7754" 1 0 101 157 2003
"7755" 1 0 101 147 2002
"7756" 1 0 101 148 2002
"7757" 1 0 101 156 2003
"7758" 1 0 101 164 2003
"7759" 1 0 101 141 2002
"7760" 1 0 101 155 2003
"7761" 1 0 101 106 2003
"7762" 1 0 101 122 2003
"7763" 1 0 101 121 2003
"7764" 1 0 101 167 2003
"7765" 1 0 101 168 2003
"7766" 1 0 101 107 2003
"7767" 1 0 101 113 2003
"7768" 1 0 101 125 2003
"7769" 1 0 101 115 2003
"7770" 1 0 101 127 2003
"7771" 1 0 101 114 2003
"7772" 1 0 101 112 2003
"7773" 1 0 101 181 2003
"7774" 1 0 101 174 2003
"7775" 1 0 101 105 2003
"7776" 1 0 102 147 2009
"7777" 1 0 102 119 2004
"7778" 1 0 102 113 2004
"7779" 1 0 102 116 2004
"7780" 1 0 102 108 2004
"7781" 1 0 102 109 2004
"7782" 1 0 102 106 2004
"7783" 1 0 102 112 2004
"7784" 1 0 102 130 2004
"7785" 1 0 102 138 2004
"7786" 1 0 102 127 2004
"7787" 1 1 102 134 2004
"7788" 1 0 102 124 2004
"7789" 1 0 102 122 2009
"7790" 1 0 102 132 2009
"7791" 1 1 102 126 2012
"7792" 1 0 102 120 2012
"7793" 1 0 102 149 2010
"7794" 1 0 102 125 2010
"7795" 1 0 102 118 2009
"7796" 1 0 102 115 2009
"7797" 1 0 102 114 2009
"7798" 1 0 102 124 2002
"7799" 1 0 103 115 1996
"7800" 1 0 103 142 1996
"7801" 1 0 103 150 1996
"7802" 1 0 103 128 1996
"7803" 1 0 103 136 1996
"7804" 1 0 103 120 2007
"7805" 1 0 103 143 1998
"7806" 1 0 103 112 2007
"7807" 2 0 103 107 2010
"7808" 1 0 103 121 2007
"7809" 1 0 103 124 2011
"7810" 1 0 103 137 2012
"7811" 1 0 103 110 2008
"7812" 1 0 103 112 2009
"7813" 1 0 103 109 2011
"7814" 1 0 103 105 2011
"7815" 1 1 103 166 1996
"7816" 1 0 103 162 1996
"7817" 1 0 103 164 1996
"7818" 1 0 103 121 1997
"7819" 1 0 103 134 1997
"7820" 1 0 103 147 1997
"7821" 1 0 103 148 1997
"7822" 1 0 103 168 1997
"7823" 2 0 103 159 2010
"7824" 1 0 103 165 2010
"7825" 1 0 103 141 2010
"7826" 1 0 103 108 2010
"7827" 1 0 103 128 2012
"7828" 1 0 103 131 2012
"7829" 1 0 103 173 2012
"7830" 1 0 103 169 2012
"7831" 1 0 103 135 2010
"7832" 1 0 103 112 2010
"7833" 1 0 103 114 2010
"7834" 1 1 104 163 1996
"7835" 1 0 104 106 2010
"7836" 1 1 104 162 1996
"7837" 1 0 105 142 1996
"7838" 1 1 105 150 1996
"7839" 1 0 105 155 1996
"7840" 1 0 105 105 2011
"7841" 1 0 105 162 1996
"7842" 1 0 105 168 1998
"7843" 1 0 105 176 1997
"7844" 1 0 105 131 2012
"7845" 1 0 105 112 2012
"7846" 1 1 106 145 1995
"7847" 1 0 106 130 1995
"7848" 1 0 106 114 1996
"7849" 1 0 106 117 1996
"7850" 1 0 106 125 1996
"7851" 1 0 106 136 1996
"7852" 1 0 106 131 1996
"7853" 1 0 106 111 1996
"7854" 1 0 106 145 1996
"7855" 1 0 106 149 1996
"7856" 1 0 106 135 1996
"7857" 1 0 106 145 2006
"7858" 1 0 106 143 2007
"7859" 1 0 106 106 2010
"7860" 1 0 106 152 2011
"7861" 1 0 106 176 2011
"7862" 1 0 106 131 2010
"7863" 1 0 106 131 2012
"7864" 1 0 106 178 2012
"7865" 1 0 106 154 2012
"7866" 1 1 106 176 2012
"7867" 1 0 106 124 2010
"7868" 1 0 106 163 2002
"7869" 1 0 107 171 2011
"7870" 1 0 107 174 2011
"7871" 3 0 107 175 2011
"7872" 4 0 107 170 2011
"7873" 3 0 107 161 2011
"7874" 1 0 107 106 2011
"7875" 2 0 107 158 2011
"7876" 1 0 107 169 2011
"7877" 1 0 107 180 2011
"7878" 1 0 107 178 2011
"7879" 1 0 107 179 2011
"7880" 2 0 107 131 2012
"7881" 3 2 107 134 2012
"7882" 3 0 107 125 2012
"7883" 3 2 107 117 2011
"7884" 1 0 107 168 2011
"7885" 1 0 107 155 2011
"7886" 1 0 107 178 2012
"7887" 2 1 107 169 2012
"7888" 1 0 107 176 2011
"7889" 2 1 107 152 2011
"7890" 3 0 107 153 2011
"7891" 1 0 107 157 2011
"7892" 3 0 107 162 2011
"7893" 2 0 107 160 2011
"7894" 3 0 107 164 2011
"7895" 1 0 107 159 2011
"7896" 3 0 107 181 2012
"7897" 1 0 107 148 2011
"7898" 1 0 107 151 2011
"7899" 1 1 107 165 2012
"7900" 1 1 107 151 2012
"7901" 1 0 107 170 2012
"7902" 6 0 107 113 2011
"7903" 2 0 107 177 2011
"7904" 3 1 107 147 2012
"7905" 3 1 107 173 2012
"7906" 4 0 107 126 2012
"7907" 3 0 107 124 2012
"7908" 1 0 107 156 2012
"7909" 8 0 107 119 2010
"7910" 6 1 107 128 2010
"7911" 4 1 107 134 2010
"7912" 3 0 107 133 2010
"7913" 4 0 107 129 2010
"7914" 4 4 107 136 2010
"7915" 3 0 107 138 2010
"7916" 1 1 107 135 2009
"7917" 2 0 107 156 2009
"7918" 1 0 107 157 2009
"7919" 3 0 107 163 2009
"7920" 2 1 107 141 2010
"7921" 5 0 107 122 2010
"7922" 3 2 107 115 2010
"7923" 2 1 107 140 2010
"7924" 3 1 107 144 2010
"7925" 2 0 107 121 2010
"7926" 2 1 107 137 2010
"7927" 2 0 107 135 2010
"7928" 2 0 107 131 2010
"7929" 2 2 107 136 2009
"7930" 2 0 107 142 2010
"7931" 2 0 107 154 2009
"7932" 1 0 107 145 2010
"7933" 1 1 107 152 2010
"7934" 3 3 107 127 2010
"7935" 3 0 107 151 2010
"7936" 1 1 107 147 2010
"7937" 3 2 107 149 2010
"7938" 3 0 107 150 2010
"7939" 2 0 107 153 2010
"7940" 1 1 107 143 2010
"7941" 2 0 107 148 2010
"7942" 3 1 107 126 2010
"7943" 4 0 107 123 2010
"7944" 1 1 107 125 2010
"7945" 3 0 107 106 2010
"7946" 7 0 107 107 2010
"7947" 5 0 107 108 2010
"7948" 5 2 107 154 2010
"7949" 1 0 107 156 2010
"7950" 3 2 107 155 2010
"7951" 6 0 107 124 2008
"7952" 2 0 107 117 2010
"7953" 1 0 107 105 2010
"7954" 2 0 107 114 2010
"7955" 1 0 107 124 2010
"7956" 1 0 107 132 2010
"7957" 2 0 107 165 2009
"7958" 2 0 107 118 2010
"7959" 2 0 107 109 2010
"7960" 9 0 107 121 2008
"7961" 1 0 107 112 2010
"7962" 1 0 107 153 2009
"7963" 2 0 107 171 2009
"7964" 2 2 107 138 2009
"7965" 2 0 107 169 2009
"7966" 3 0 107 179 2009
"7967" 1 0 107 174 2009
"7968" 1 0 107 177 2009
"7969" 1 0 107 178 2009
"7970" 2 0 107 180 2009
"7971" 2 0 107 176 2009
"7972" 2 0 107 168 2009
"7973" 1 0 107 173 2009
"7974" 1 0 107 166 2009
"7975" 1 0 107 172 2009
"7976" 1 0 107 155 2009
"7977" 2 0 107 158 2009
"7978" 1 0 107 160 2009
"7979" 1 0 107 162 2009
"7980" 2 0 107 111 2009
"7981" 3 0 107 110 2009
"7982" 1 1 107 141 2009
"7983" 1 0 107 125 2009
"7984" 3 1 107 126 2009
"7985" 4 0 107 121 2009
"7986" 3 0 107 151 2009
"7987" 1 0 107 159 2009
"7988" 5 0 107 108 2009
"7989" 1 0 107 167 2009
"7990" 3 1 107 123 2009
"7991" 4 0 107 105 2009
"7992" 4 1 107 124 2009
"7993" 3 0 107 112 2009
"7994" 3 0 107 115 2009
"7995" 3 0 107 116 2009
"7996" 1 0 107 122 2009
"7997" 3 0 107 118 2008
"7998" 2 2 107 119 2009
"7999" 1 0 107 120 2009
"8000" 2 0 107 118 2009
"8001" 1 0 107 117 2009
"8002" 2 0 107 113 2009
"8003" 4 0 107 109 2008
"8004" 3 3 107 134 2009
"8005" 1 1 107 128 2008
"8006" 3 3 107 133 2009
"8007" 2 0 107 109 2009
"8008" 2 0 107 107 2009
"8009" 3 3 107 142 2009
"8010" 1 0 107 181 2009
"8011" 1 1 107 129 2009
"8012" 1 0 107 145 2009
"8013" 2 0 107 137 2009
"8014" 4 0 107 147 2009
"8015" 1 0 107 148 2009
"8016" 2 0 107 149 2009
"8017" 3 3 107 132 2009
"8018" 2 2 107 139 2009
"8019" 1 1 107 143 2009
"8020" 3 0 107 106 2007
"8021" 1 0 107 138 1998
"8022" 2 1 107 136 1998
"8023" 3 0 107 122 1998
"8024" 4 0 107 121 1998
"8025" 6 0 107 112 2000
"8026" 5 3 107 129 1998
"8027" 1 1 107 139 2000
"8028" 10 0 107 107 1999
"8029" 2 0 107 143 1999
"8030" 2 0 107 131 1998
"8031" 2 1 107 128 1998
"8032" 1 0 107 119 1998
"8033" 4 0 107 122 1999
"8034" 2 0 107 140 1998
"8035" 2 0 107 108 1997
"8036" 1 0 107 154 1999
"8037" 2 0 107 164 1998
"8038" 1 0 107 168 1997
"8039" 2 0 107 163 1998
"8040" 2 0 107 168 1998
"8041" 6 0 107 106 2000
"8042" 7 0 107 114 2000
"8043" 4 0 107 110 2000
"8044" 2 0 107 120 2000
"8045" 2 0 107 161 2000
"8046" 3 1 107 125 1997
"8047" 5 0 107 121 1997
"8048" 3 0 107 115 2000
"8049" 2 0 107 118 2000
"8050" 4 0 107 115 1998
"8051" 2 0 107 171 1997
"8052" 2 0 107 165 1997
"8053" 2 0 107 161 1997
"8054" 1 0 107 126 1998
"8055" 2 0 107 127 1998
"8056" 1 0 107 176 1997
"8057" 5 0 107 123 1997
"8058" 2 0 107 132 1998
"8059" 2 0 107 117 1998
"8060" 1 0 107 175 1996
"8061" 1 0 107 180 2000
"8062" 1 0 107 174 2000
"8063" 1 0 107 176 2000
"8064" 2 0 107 167 2000
"8065" 2 0 107 165 2000
"8066" 1 0 107 159 2000
"8067" 1 0 107 179 2000
"8068" 4 4 107 140 2000
"8069" 3 0 107 134 1997
"8070" 2 1 107 137 1998
"8071" 1 0 107 178 1999
"8072" 2 0 107 171 1999
"8073" 1 0 107 174 1999
"8074" 2 0 107 158 1999
"8075" 1 0 107 166 1999
"8076" 1 0 107 161 1999
"8077" 1 0 107 160 1999
"8078" 2 0 107 116 1999
"8079" 5 0 107 119 1999
"8080" 2 0 107 155 1999
"8081" 1 0 107 148 1997
"8082" 1 0 107 172 1996
"8083" 2 0 107 156 1999
"8084" 1 0 107 130 2000
"8085" 1 0 107 178 1998
"8086" 4 0 107 170 1999
"8087" 1 0 107 130 1997
"8088" 2 0 107 144 1997
"8089" 6 0 107 115 1999
"8090" 1 0 107 180 1998
"8091" 2 0 107 179 1998
"8092" 2 0 107 166 2000
"8093" 1 0 107 163 1997
"8094" 1 0 107 180 1999
"8095" 1 0 107 176 1999
"8096" 3 2 107 152 2000
"8097" 3 0 107 173 2000
"8098" 1 0 107 181 1999
"8099" 3 0 107 108 1999
"8100" 1 0 107 179 1996
"8101" 2 0 107 163 2000
"8102" 4 0 107 105 2000
"8103" 2 0 107 108 2000
"8104" 5 0 107 109 2000
"8105" 5 1 107 121 2000
"8106" 2 2 107 122 2000
"8107" 1 0 107 123 2000
"8108" 5 0 107 119 2000
"8109" 1 0 107 133 1997
"8110" 1 1 107 152 1997
"8111" 7 0 107 111 2000
"8112" 1 0 107 146 1997
"8113" 2 0 107 150 1997
"8114" 1 0 107 135 1997
"8115" 1 1 107 133 2000
"8116" 1 0 107 141 1997
"8117" 1 0 107 113 2000
"8118" 5 0 107 116 2000
"8119" 4 3 107 126 2000
"8120" 3 2 107 131 2000
"8121" 1 0 107 117 2000
"8122" 2 0 107 155 1997
"8123" 3 0 107 129 1997
"8124" 2 0 107 178 2000
"8125" 3 0 107 139 1999
"8126" 3 3 107 142 1996
"8127" 2 0 107 169 1998
"8128" 1 0 107 120 1997
"8129" 1 0 107 113 1997
"8130" 2 0 107 116 1997
"8131" 5 0 107 114 1997
"8132" 1 0 107 107 1997
"8133" 3 0 107 106 1997
"8134" 4 0 107 109 1997
"8135" 2 0 107 136 1997
"8136" 3 3 107 148 1996
"8137" 2 1 107 140 1996
"8138" 3 3 107 136 1996
"8139" 2 0 107 149 1997
"8140" 2 0 107 142 1997
"8141" 2 1 107 166 1996
"8142" 2 0 107 157 1997
"8143" 1 0 107 151 1997
"8144" 1 0 107 125 1996
"8145" 2 0 107 165 1996
"8146" 4 0 107 129 1999
"8147" 1 0 107 159 1999
"8148" 2 0 107 158 1997
"8149" 2 0 107 120 1996
"8150" 1 0 107 179 1997
"8151" 2 0 107 109 1998
"8152" 1 0 107 106 1998
"8153" 2 0 107 112 1999
"8154" 4 0 107 114 1999
"8155" 3 0 107 121 1999
"8156" 1 0 107 123 1999
"8157" 1 0 107 143 1997
"8158" 2 0 107 120 1999
"8159" 1 0 107 109 1999
"8160" 1 0 107 145 1998
"8161" 1 0 107 124 1998
"8162" 1 0 107 106 1999
"8163" 1 0 107 173 1999
"8164" 1 0 107 147 1999
"8165" 1 0 107 153 1999
"8166" 1 0 107 175 1999
"8167" 1 0 107 171 1998
"8168" 1 0 107 172 1999
"8169" 1 0 107 178 1996
"8170" 3 0 107 144 1999
"8171" 1 1 107 156 1996
"8172" 4 2 107 135 1996
"8173" 2 0 107 138 1997
"8174" 5 0 107 110 1996
"8175" 1 0 107 163 1996
"8176" 1 1 107 146 1996
"8177" 1 1 107 159 1996
"8178" 1 0 107 131 1996
"8179" 4 2 107 149 1996
"8180" 1 0 107 127 1997
"8181" 2 0 107 112 1998
"8182" 4 0 107 121 2012
"8183" 4 0 107 113 2012
"8184" 5 0 107 115 2012
"8185" 2 0 107 120 2012
"8186" 2 0 107 117 2012
"8187" 6 0 107 118 2012
"8188" 2 0 107 111 2012
"8189" 2 2 107 132 2012
"8190" 1 0 107 123 2012
"8191" 3 0 107 109 2012
"8192" 1 0 107 130 2012
"8193" 2 0 107 112 2012
"8194" 1 0 107 119 2012
"8195" 2 0 107 108 2012
"8196" 2 0 107 105 2012
"8197" 3 0 107 107 2012
"8198" 1 0 107 159 1998
"8199" 1 0 107 174 1998
"8200" 1 0 107 110 1997
"8201" 3 0 107 123 1998
"8202" 1 0 107 170 1998
"8203" 5 3 107 150 1998
"8204" 1 1 107 164 1996
"8205" 1 1 107 162 1996
"8206" 1 1 107 168 1996
"8207" 1 0 107 122 1997
"8208" 2 0 107 157 1998
"8209" 1 1 107 153 1996
"8210" 1 0 107 112 1997
"8211" 3 1 107 159 1997
"8212" 1 0 107 140 1999
"8213" 1 0 107 126 1999
"8214" 1 0 107 130 1999
"8215" 1 0 107 145 1999
"8216" 2 0 107 124 1999
"8217" 1 0 107 138 1999
"8218" 3 2 107 133 1999
"8219" 1 0 107 134 1999
"8220" 1 1 107 135 1999
"8221" 1 0 107 111 1999
"8222" 1 0 107 128 1999
"8223" 1 0 107 113 1999
"8224" 2 0 107 118 1999
"8225" 1 0 107 135 1998
"8226" 1 0 107 166 1997
"8227" 1 0 107 164 1997
"8228" 2 0 107 149 1999
"8229" 2 0 107 122 1996
"8230" 1 0 107 114 1996
"8231" 3 0 107 124 1996
"8232" 1 0 107 111 1996
"8233" 2 0 107 128 1996
"8234" 4 0 107 109 1996
"8235" 1 0 107 127 1996
"8236" 1 0 107 107 1996
"8237" 1 0 107 116 1996
"8238" 3 0 107 117 1996
"8239" 1 0 107 115 1996
"8240" 4 0 107 106 1996
"8241" 1 0 107 121 1996
"8242" 1 0 107 145 1996
"8243" 2 2 107 137 1996
"8244" 1 1 107 151 1996
"8245" 1 0 107 150 1996
"8246" 1 0 107 179 1995
"8247" 2 0 107 157 1996
"8248" 1 0 107 139 1997
"8249" 2 2 107 144 1996
"8250" 1 1 107 155 1996
"8251" 1 0 107 126 1996
"8252" 2 0 107 127 1995
"8253" 1 0 107 161 1996
"8254" 1 0 107 176 1996
"8255" 4 0 107 120 1995
"8256" 3 0 107 163 1995
"8257" 2 0 107 178 1995
"8258" 2 0 107 106 1995
"8259" 1 0 107 173 1995
"8260" 1 0 107 167 1995
"8261" 2 0 107 172 1995
"8262" 1 0 107 177 1995
"8263" 1 0 107 147 1995
"8264" 3 0 107 118 1995
"8265" 4 0 107 112 1995
"8266" 3 0 107 119 1995
"8267" 2 1 107 145 1995
"8268" 1 0 107 137 1995
"8269" 2 0 107 130 1995
"8270" 2 0 107 135 1995
"8271" 2 0 107 121 1995
"8272" 3 0 107 129 1995
"8273" 1 0 107 126 1995
"8274" 2 0 107 123 1995
"8275" 1 0 107 155 1995
"8276" 1 0 107 131 1995
"8277" 1 1 107 146 1995
"8278" 2 0 107 136 1995
"8279" 1 0 107 143 1995
"8280" 1 0 107 140 1995
"8281" 1 0 107 159 1995
"8282" 1 0 107 160 1995
"8283" 1 0 107 113 1996
"8284" 1 0 107 108 1996
"8285" 1 0 107 118 1996
"8286" 1 0 107 112 1996
"8287" 2 0 107 105 1995
"8288" 2 0 107 125 1995
"8289" 1 0 107 115 1995
"8290" 1 0 107 108 1995
"8291" 2 0 107 114 1995
"8292" 1 0 107 176 1995
"8293" 1 0 107 110 1995
"8294" 1 0 107 109 1995
"8295" 1 0 107 113 1995
"8296" 3 0 107 132 2004
"8297" 2 0 107 109 2004
"8298" 4 0 107 108 2004
"8299" 7 3 107 122 2004
"8300" 2 0 107 137 2004
"8301" 3 0 107 136 2004
"8302" 1 0 107 134 2004
"8303" 4 0 107 142 2004
"8304" 2 0 107 141 2004
"8305" 5 0 107 107 2004
"8306" 1 0 107 106 2004
"8307" 2 0 107 105 2004
"8308" 4 0 107 121 2004
"8309" 3 0 107 149 2004
"8310" 5 0 107 128 2004
"8311" 1 0 107 178 2004
"8312" 4 0 107 113 2004
"8313" 3 0 107 135 2004
"8314" 3 0 107 158 2004
"8315" 3 0 107 115 2004
"8316" 3 0 107 127 2004
"8317" 2 0 107 125 2003
"8318" 3 0 107 170 2003
"8319" 1 0 107 180 2003
"8320" 2 0 107 135 2003
"8321" 5 0 107 111 2004
"8322" 3 0 107 110 2004
"8323" 4 0 107 117 2003
"8324" 5 0 107 118 2003
"8325" 2 1 107 112 2003
"8326" 4 0 107 130 2003
"8327" 1 0 107 166 2003
"8328" 5 2 107 114 2004
"8329" 3 0 107 112 2004
"8330" 1 0 107 171 2003
"8331" 3 0 107 106 2003
"8332" 2 0 107 134 2003
"8333" 3 3 107 130 2004
"8334" 5 0 107 131 2004
"8335" 3 1 107 118 2004
"8336" 2 0 107 117 2004
"8337" 1 0 107 148 2004
"8338" 2 0 107 123 2004
"8339" 1 0 107 147 2004
"8340" 2 0 107 126 2004
"8341" 3 0 107 125 2004
"8342" 3 0 107 151 2004
"8343" 7 0 107 114 2003
"8344" 6 0 107 121 2003
"8345" 1 0 107 133 2004
"8346" 2 0 107 116 2004
"8347" 2 0 107 138 2003
"8348" 1 0 107 127 2003
"8349" 2 0 107 144 2003
"8350" 2 0 107 149 2003
"8351" 1 0 107 160 2003
"8352" 2 0 107 175 2003
"8353" 1 0 107 158 2003
"8354" 2 0 107 180 2002
"8355" 2 1 107 116 2003
"8356" 4 0 107 113 2003
"8357" 1 0 107 147 2003
"8358" 1 0 107 146 2003
"8359" 1 0 107 132 2003
"8360" 4 0 107 124 2003
"8361" 2 1 107 131 2003
"8362" 1 0 107 129 2003
"8363" 2 0 107 120 2003
"8364" 2 0 107 119 2003
"8365" 1 0 107 139 2003
"8366" 1 0 107 141 2003
"8367" 1 0 107 163 2003
"8368" 1 0 107 157 2003
"8369" 1 0 107 177 2003
"8370" 6 0 107 111 2003
"8371" 2 0 107 159 2003
"8372" 1 0 107 159 2004
"8373" 1 0 107 160 2004
"8374" 2 0 107 115 2003
"8375" 1 0 107 148 2003
"8376" 2 0 107 156 2004
"8377" 1 0 107 162 2004
"8378" 4 0 107 163 2004
"8379" 1 0 107 161 2004
"8380" 1 0 107 152 2004
"8381" 1 0 107 153 2004
"8382" 1 0 107 155 2004
"8383" 6 1 107 131 2002
"8384" 1 0 107 145 2003
"8385" 2 0 107 109 2003
"8386" 2 0 107 179 2003
"8387" 1 0 107 137 2003
"8388" 1 0 107 161 2003
"8389" 1 0 107 143 2003
"8390" 1 0 107 167 2003
"8391" 2 0 107 176 2003
"8392" 1 0 107 178 2003
"8393" 1 0 107 169 2003
"8394" 1 0 107 105 2003
"8395" 3 0 107 110 2003
"8396" 1 0 107 140 2003
"8397" 3 0 107 142 2002
"8398" 3 0 107 124 2002
"8399" 7 0 107 128 2002
"8400" 4 0 107 160 2002
"8401" 6 2 107 126 2002
"8402" 6 0 107 129 2002
"8403" 1 0 107 123 2002
"8404" 5 0 107 121 2002
"8405" 6 0 107 125 2002
"8406" 5 0 107 144 2002
"8407" 2 0 107 178 2002
"8408" 3 0 107 172 2002
"8409" 6 0 107 119 2002
"8410" 1 0 107 123 2003
"8411" 5 0 107 127 2002
"8412" 3 0 107 122 2002
"8413" 6 0 107 120 2002
"8414" 3 0 107 112 2002
"8415" 10 0 107 117 2002
"8416" 6 0 107 118 2002
"8417" 10 0 107 110 2002
"8418" 1 0 107 158 2002
"8419" 2 0 107 153 2002
"8420" 6 0 107 107 2002
"8421" 3 0 107 134 2002
"8422" 1 0 107 162 2002
"8423" 1 0 107 164 2002
"8424" 1 0 107 168 2002
"8425" 1 0 107 169 2002
"8426" 3 0 107 138 2002
